record;qn0part1;qn0part2;qn0part3;qn0part4;qn0part5;qn0part6;qn0part7;qn0part8;qn1part1;qn1part2;qn1part3;qn1part4;qn1part5;qn1part6;qn2part1;qn2part2;qn3part1;qn3part2;qn4;qn5;qn6;qn7;qn8;qn9;qn10;qn11;qn12;qn13;qn14;qn15;qn16;qn17;qn18;qn19;qn20;qn21part1;qn21part2;qn21part3;qn21part4;qn22part1;qn22part2;qn22part3;qn23part1;qn23part2;qn24part1;qn24part2;qn25part1;qn25part2;qn25part3;qn25part4;qn26;qn27;qn28part1;qn28part2;qn28part3;qn28pt3pt1;qn28pt3pt2;qn28pt3pt3;qn28pt3pt4;qn28pt3pt5;qn28pt3pt6;qn28pt3pt7;qn28part4;qn28part5;qn28part6;qn29part1;qn29part2;qn29part3;qn29part4;qn29pt4pt1;qn29pt4pt2;qn29pt4pt3;qn29pt4pt4;qn29pt4pt5;qn29pt4pt6;qn29pt4pt7;qn29part5;qn29part6;qn29part7;qn29part8;qn30
1079;30;S075;T1;S075-T1-0301;1;2;;;13;1;S075;1;1;1;B;A;D;C;A;B;A;C;C;B;C;D;A;D;C;B;A;A;B;D;A;2;1;1;2;2;1;2;2;1;3;1;3;4;5;4;3;D;A;E;1;BOMBO. BOMBO CAN TREAT COUGH. PANADA CAN TREAT HEADED;;;;;;;B;E;C;D;E;C;2;;;;;;;;B;C;D;D;C
1080;32;S075;T1;S075-T1-0321;1;2;;;13;1;S075;1;1;1;D;A;A;D;A;B;C;A;C;C;C;D;A;A;A;B;C;A;C;A;B;2;2;2;1;2;2;1;2;1;5;3;2;4;3;2;3;A;B;F;0;;;;;;;;C;E;D;C;F;E;0;;;;;;;;A;B;D;C;A
1081;33;S075;T1;S075-T1-0331;1;2;;;12;2;S075;1;1;1;B;A;A;C;A;C;A;A;C;B;C;B;C;D;C;A;B;A;B;D;A;2;1;1;1;1;1;2;1;2;3;5;3;1;2;5;2;E;E;D;0;;;;;;;;C;B;C;D;E;C;0;;;;;;;;A;B;C;C;C
1082;34;S075;T1;S075-T1-0341;1;2;;;12;2;S075;1;1;1;B;A;A;0;A;B;A;C;C;B;C;B;C;D;C;A;A;A;B;D;A;2;1;1;1;1;1;2;2;1;3;5;3;2;3;3;2;D;E;E;0;;;;;;;;A;C;B;C;F;D;0;;;;;;;;A;C;B;D;A
1083;36;S075;T1;S075-T1-0361;1;2;;;11;2;S075;1;1;1;B;A;B;C;A;B;B;A;C;B;B;B;A;D;A;B;A;A;A;D;C;2;2;1;1;2;1;2;2;1;4;1;3;4;1;2;4;E;D;F;1;TAKING ALOT OF FRUIDS HELP TO PREVENT DEHYDRATION WHICH LEAD TO DISEASES.;;;;;;;A;A;D;E;F;F;0;;;;;;;;B;D;C;C;C
1084;4;S075;T2;S075-T2-0041;1;2;;;12;1;S075;1;1;1;B;A;A;C;A;B;A;C;C;B;C;B;C;D;C;B;A;A;B;D;A;2;1;1;1;1;1;2;2;1;3;5;3;2;2;3;3;E;E;D;2;;;;;;;;A;D;A;E;F;D;2;;;;;;;;C;E;D;E;G
1085;7;S075;T2;S075-T2-0071;1;2;;;13;2;S075;1;1;1;B;A;A;C;A;B;A;A;C;B;B;B;C;D;B;B;A;A;B;A;B;2;2;1;1;2;1;1;1;2;2;1;2;3;1;3;4;C;C;B;0;;;;;;;;B;C;B;B;C;C;0;;;;;;;;B;C;A;B;A
1086;11;S075;T2;S075-T2-0111;1;2;;;12;2;S075;1;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;C;2;2;1;1;1;2;2;1;1;0;0;4;1;2;3;4;B;D;A;2;;;;;;;;B;A;D;D;C;A;2;;;;;;;;A;A;C;D;A
1087;12;S075;T2;S075-T2-0121;1;2;;;12;1;S075;1;1;1;B;A;A;C;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;1;1;1;2;1;2;2;1;5;3;2;3;1;5;2;E;D;B;2;;;;;;;;A;A;B;D;E;A;0;;;;;;;;C;B;D;D;B
1088;15;S075;T2;S075-T2-0151;1;2;;;11;1;S075;1;1;1;B;A;A;A;A;B;A;A;A;C;C;B;A;D;A;B;A;B;A;B;C;2;2;1;1;1;2;1;2;1;2;3;3;3;3;2;3;B;C;A;2;;;;;;;;A;C;A;C;B;A;2;;;;;;;;B;C;C;A;G
1089;16;S075;T2;S075-T2-0161;1;2;;;14;2;S075;1;1;1;D;A;A;A;A;B;A;A;C;B;C;B;A;D;C;A;A;B;A;B;A;2;2;1;1;1;1;2;2;1;4;1;1;3;2;5;0;E;A;D;2;;;;;;;;B;E;D;0;B;B;2;;;;;;;;A;C;C;D;G
1090;17;S075;T2;S075-T2-0171;1;2;;;12;1;S075;1;1;1;B;A;A;C;A;C;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;1;1;1;1;1;2;1;1;5;3;2;3;1;1;3;B;D;F;1;A MONTH AGO, MY FRIEND COOLOWN TOLD ME THAT COWDUNG HEALS WOUNDS AND WHEN I PUT;THE COWDUNG ON MY WOUND,MY HAND GOT MORE INFECTION AND WHEN FOR HER WHEN SHE PUT;THE COWDUNG, HER WOUND GOT HEALED.;;;;;C;E;D;D;E;B;2;;;;;;;;B;A;C;E;G
1091;20;S075;T2;S075-T2-0201;1;2;;;12;2;S075;1;1;1;D;A;A;B;A;B;A;C;C;B;B;B;A;D;A;B;C;A;B;D;C;2;2;1;1;1;2;2;2;1;1;4;1;5;1;4;4;C;D;F;2;;;;;;;;B;C;B;E;C;C;2;;;;;;;;B;A;B;C;E
1092;21;S075;T2;S075-T2-0211;1;2;;;10;1;S075;1;1;1;B;A;D;C;A;B;A;C;C;B;B;B;C;D;A;B;C;A;B;B;A;2;1;1;1;2;2;2;2;1;4;5;1;3;4;2;3;D;E;C;2;;;;;;;;B;E;C;D;E;B;2;;;;;;;;C;E;C;D;G
1093;25;S075;T2;S075-T2-0251;1;2;;;11;2;S075;1;1;1;C;A;C;B;A;C;B;C;C;B;B;B;A;D;C;B;D;A;B;D;C;2;2;1;1;2;1;2;1;1;4;3;3;1;4;2;4;E;E;D;0;;;;;;;;A;B;B;E;E;F;0;;;;;;;;C;A;C;E;G
1094;27;S075;T2;S075-T2-0271;1;2;;;14;2;S075;1;1;1;B;C;C;C;A;B;D;A;C;B;A;B;A;B;B;A;C;A;B;D;B;2;1;2;1;2;1;2;1;2;3;2;4;3;3;1;3;D;C;E;2;;;;;;;;B;E;C;C;D;F;0;;;;;;;;B;C;C;D;G
1095;28;S075;T2;S075-T2-0281;1;2;;;13;1;S075;1;1;1;B;A;A;C;A;B;A;A;C;B;B;B;C;D;C;B;A;A;A;B;C;2;2;1;1;2;1;1;2;1;4;3;2;3;2;5;3;0;C;0;0;;;;;;;;B;B;D;C;0;D;0;;;;;;;;B;E;C;B;G
1096;29;S075;T2;S075-T2-0291;1;2;;;11;2;S075;1;1;1;B;A;A;0;A;B;A;C;C;B;C;B;C;D;C;A;A;A;B;B;C;2;1;1;1;1;1;2;2;1;3;5;3;2;2;3;3;D;E;D;0;;;;;;;;A;C;B;C;E;C;0;;;;;;;;A;C;C;C;C
1097;30;S075;T2;S075-T2-0301;1;2;;;12;1;S075;1;1;1;B;A;A;A;A;B;A;C;C;B;B;B;A;D;A;B;C;A;A;D;C;2;2;1;1;1;1;2;2;1;4;5;3;3;3;2;2;E;D;B;1;COWDUNG HEALS BURNS;;;;;;;C;A;D;C;F;B;2;;;;;;;;A;A;B;E;G
1098;31;S075;T2;S075-T2-0311;1;2;;;13;2;S075;1;1;1;D;A;A;C;A;B;D;C;A;B;C;C;C;D;A;B;A;A;B;D;A;2;1;1;2;2;1;2;2;1;3;5;3;0;5;5;5;E;0;B;1;COWDUNG HEALS BURNS;;;;;;;C;E;C;A;C;0;0;;;;;;;;A;B;0;0;E
1099;32;S075;T2;S075-T2-0321;1;2;;;0;1;S075;1;1;1;B;A;A;C;A;B;A;C;C;B;B;A;A;D;C;B;A;A;B;A;C;2;1;1;2;2;1;1;2;1;0;1;2;3;1;4;4;D;B;0;0;;;;;;;;B;E;D;E;F;F;0;;;;;;;;C;E;C;C;G
1100;38;S075;T2;S075-T2-0381;1;2;;;11;1;S075;1;1;1;B;A;A;A;A;B;B;C;C;B;B;B;A;D;C;C;A;A;A;A;C;2;2;1;1;2;1;2;2;1;5;3;2;3;2;3;3;D;B;D;0;;;;;;;;C;B;A;A;E;D;0;;;;;;;;B;B;C;C;E
792;2;S076;T1;S076-T1-0021;2;2;;;11;1;S076;3;2;1;B;A;A;C;A;C;A;C;C;A;C;C;C;B;A;A;D;B;B;D;B;1;1;2;2;2;1;2;1;1;0;0;5;4;1;3;0;E;E;A;2;;;;;;;;B;E;C;A;D;A;2;;;;;;;;A;E;C;D;G
793;4;S076;T1;S076-T1-0041;2;2;;;12;2;S076;3;2;1;B;A;A;A;A;B;A;A;C;C;C;A;B;D;C;A;C;C;B;D;B;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;3;A;D;D;2;;;;;;;;C;B;C;B;D;F;2;;;;;;;;A;B;B;A;G
794;6;S076;T1;S076-T1-0061;2;2;;;14;2;S076;3;2;1;B;B;A;A;B;A;D;B;A;B;A;B;C;D;C;B;D;B;A;B;B;1;1;2;2;2;1;2;2;1;4;1;4;1;4;2;4;A;B;B;2;;;;;;;;B;C;A;A;A;B;2;;;;;;;;B;C;B;A;G
795;7;S076;T1;S076-T1-0071;2;2;;;14;2;S076;3;2;1;D;B;C;C;A;B;A;C;C;B;A;B;B;D;A;B;C;C;B;D;B;1;1;2;1;2;1;1;2;1;5;5;1;4;3;5;4;E;D;F;2;;;;;;;;C;C;D;B;F;A;2;;;;;;;;B;C;B;D;C
796;8;S076;T1;S076-T1-0081;2;2;;;13;2;S076;3;2;1;B;A;A;D;A;C;A;C;C;C;A;A;C;D;A;B;A;B;C;D;B;1;1;1;2;2;1;1;1;1;1;4;1;3;1;2;3;A;E;A;2;;;;;;;;A;E;C;D;D;A;2;;;;;;;;A;A;C;D;E
797;9;S076;T1;S076-T1-0091;2;2;;;12;2;S076;3;2;1;D;A;C;C;A;B;A;C;C;B;A;B;B;D;A;B;C;C;B;D;B;1;1;2;1;2;1;2;2;1;3;5;1;4;2;5;4;E;D;F;2;;;;;;;;C;E;D;E;F;A;2;;;;;;;;C;C;B;B;G
798;11;S076;T1;S076-T1-0111;2;2;;;12;2;S076;3;2;1;B;A;A;C;A;C;A;B;A;C;A;B;B;D;A;B;C;B;C;D;B;1;1;2;2;2;1;1;1;2;4;1;4;1;3;1;4;D;E;F;2;;;;;;;;B;C;A;A;B;A;2;;;;;;;;B;D;B;D;G
799;12;S076;T1;S076-T1-0121;2;2;;;11;2;S076;3;2;1;B;A;A;D;A;C;A;C;C;C;A;A;C;D;A;C;C;B;B;C;B;1;1;2;2;2;1;1;1;1;1;4;2;3;1;2;3;A;E;A;2;;;;;;;;C;A;C;D;B;A;2;;;;;;;;A;A;C;B;G
800;13;S076;T1;S076-T1-0131;2;2;;;12;1;S076;3;2;1;A;B;C;C;B;C;B;C;C;B;B;B;C;D;C;B;A;B;B;B;A;1;1;2;1;1;2;1;2;1;3;4;3;4;2;4;4;D;D;A;2;;;;;;;;B;C;D;A;D;F;2;;;;;;;;A;C;C;D;G
801;14;S076;T1;S076-T1-0141;2;2;;;12;1;S076;3;2;1;B;A;A;A;A;B;A;C;C;B;B;B;C;D;A;B;A;A;A;B;C;2;2;1;1;2;1;2;2;1;4;3;2;3;4;3;3;A;D;A;2;;;;;;;;B;A;C;B;E;A;2;;;;;;;;A;A;B;D;C
802;16;S076;T1;S076-T1-0161;2;2;;;11;1;S076;3;2;1;B;A;A;A;A;C;A;A;C;A;A;D;B;D;A;B;C;B;C;D;C;1;2;2;1;2;1;2;1;1;3;4;3;2;3;4;4;D;D;B;2;;;;;;;;B;A;C;D;D;A;2;;;;;;;;B;A;B;D;G
803;18;S076;T1;S076-T1-0181;2;2;;;11;2;S076;3;2;1;D;A;A;D;A;C;A;B;B;C;C;B;A;A;A;C;D;B;B;D;A;2;1;1;2;2;1;2;2;1;3;2;3;2;3;4;3;C;E;A;2;;;;;;;;C;D;C;B;D;A;2;;;;;;;;A;C;B;C;F
804;19;S076;T1;S076-T1-0191;2;2;;;11;1;S076;3;2;1;B;A;A;A;A;A;C;A;C;B;A;B;A;D;B;C;A;A;A;B;A;2;2;1;1;1;2;1;2;1;4;4;2;2;2;4;3;D;D;A;2;;;;;;;;B;A;A;D;B;A;2;;;;;;;;A;A;B;C;E
805;20;S076;T1;S076-T1-0201;2;2;;;12;2;S076;3;2;1;B;B;B;C;A;A;A;A;A;B;A;B;C;D;C;B;D;B;C;B;B;1;1;2;2;1;2;2;2;1;1;4;2;1;4;5;4;A;B;A;2;;;;;;;;B;C;C;E;E;F;2;;;;;;;;B;D;C;B;F
806;21;S076;T1;S076-T1-0211;2;2;;;12;1;S076;3;2;1;B;A;A;A;A;B;C;A;C;B;B;A;C;D;A;B;C;A;C;B;C;2;1;2;1;2;2;1;2;1;3;5;3;4;3;5;3;D;C;A;2;;;;;;;;C;A;D;E;F;A;2;;;;;;;;B;A;A;C;G
807;23;S076;T1;S076-T1-0231;2;2;;;12;2;S076;3;2;1;B;A;A;A;B;C;A;C;B;B;A;D;C;B;B;A;C;B;A;B;A;1;2;2;1;2;1;2;2;1;4;3;4;1;3;3;4;C;C;A;2;;;;;;;;B;C;D;E;E;D;2;;;;;;;;B;C;C;D;G
808;24;S076;T1;S076-T1-0241;2;2;;;12;2;S076;3;2;1;D;A;A;C;A;B;B;A;C;B;C;B;C;D;C;C;A;C;A;B;C;2;2;2;1;1;2;2;2;1;1;4;2;1;2;3;4;A;C;C;2;;;;;;;;B;A;C;C;C;A;2;;;;;;;;B;A;C;C;E
809;25;S076;T1;S076-T1-0251;2;2;;;10;1;S076;3;2;1;D;A;A;C;A;B;A;A;C;B;C;B;C;D;C;A;C;A;B;D;B;2;1;1;1;1;2;1;1;1;3;4;4;2;3;2;4;C;C;A;2;;;;;;;;B;C;C;C;C;C;2;;;;;;;;B;C;B;C;A
810;26;S076;T1;S076-T1-0261;2;2;;;11;2;S076;3;2;1;D;A;A;A;C;C;A;B;C;B;C;B;B;B;B;A;C;C;A;D;B;1;1;2;1;1;2;1;2;1;4;2;2;1;1;4;4;A;D;D;2;;;;;;;;B;A;C;E;A;A;2;;;;;;;;B;A;B;D;G
811;28;S076;T1;S076-T1-0281;2;2;;;11;1;S076;3;2;1;D;C;C;A;B;B;B;C;A;C;B;A;C;B;C;B;A;B;B;C;B;1;2;2;1;1;2;1;2;1;4;2;2;3;1;4;3;D;A;E;2;;;;;;;;B;E;B;B;A;F;2;;;;;;;;B;D;D;E;G
812;30;S076;T1;S076-T1-0301;2;2;;;11;2;S076;3;2;1;D;C;B;C;A;B;D;C;A;B;C;D;B;C;C;A;B;C;A;D;B;1;1;2;1;2;1;1;1;1;3;4;2;4;3;1;4;B;D;C;2;;;;;;;;B;B;C;A;A;D;2;;;;;;;;B;C;B;E;C
813;33;S076;T1;S076-T1-0331;2;2;;;11;2;S076;3;2;1;B;A;D;C;C;B;D;B;C;A;A;B;C;D;B;C;C;B;A;C;B;1;2;1;1;2;1;1;2;1;3;1;4;1;3;2;4;C;B;A;2;;;;;;;;A;C;B;C;D;C;2;;;;;;;;B;A;C;D;G
814;36;S076;T1;S076-T1-0361;2;2;;;12;1;S076;3;2;1;D;A;A;D;C;B;A;B;C;B;C;B;B;B;B;A;B;A;A;C;A;1;1;2;1;1;2;1;1;1;2;4;2;2;2;4;4;B;D;D;2;;;;;;;;B;A;D;D;B;A;2;;;;;;;;A;A;B;C;E
815;37;S076;T1;S076-T1-0371;2;2;;;12;2;S076;3;2;1;D;B;A;C;A;B;A;C;B;C;B;C;C;B;A;A;A;A;B;B;B;1;1;2;2;0;0;1;2;1;4;1;0;0;0;5;5;A;E;C;0;;;;;;;;B;C;C;E;E;F;2;;;;;;;;B;D;C;B;G
1660;1;S077;T1;S077-T1-0011;1;2;;;12;2;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;C;B;A;A;A;D;C;2;2;1;1;1;2;2;2;1;3;4;2;3;4;2;3;A;A;B;1;GETTING AN OPERATION THAT ONCE YOU REMOVE A ROTTEN TEETH, THE PAIN WILL GO AWAY;AND THE WOUND WILL BE HEALED FASTER.;;;;;;B;B;C;B;B;C;2;;;;;;;;B;A;B;D;A
1661;4;S077;T1;S077-T1-0041;1;2;;;12;1;S077;2;1;1;B;A;A;D;A;B;C;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;2;1;1;1;1;2;2;1;1;4;2;4;3;1;4;A;A;D;1;IF YOU ARE PREGNANT AND EAT MANGOES YOU WILL BE HEALTHY MULULUZA HEALS WOUNDS.;KIGAJI HEALS FEVER HEADAXE HEALS HEALS HEAD SALUFAR HEALS SKIN RUSH FRUIT JUICE;IS GOOD TO YOUR HEALTHY.;;;;;B;A;C;B;A;A;0;;;;;;;;C;E;B;D;G
1662;5;S077;T1;S077-T1-0051;1;1;S077-T1-0050;2;11;1;S077;2;1;1;B;A;A;C;A;B;B;A;C;B;B;B;A;D;A;B;A;B;A;B;A;2;2;1;1;1;2;2;2;1;4;3;3;4;3;0;4;A;A;D;1;EATING BOILED FISH SOUP WILL HELP YOU FROM GETTING MEASLES. EATING CARROTS HELPS;WITH EYE SIGHT. SLEEPING FOR 6 HOURS WILL MAKE YOU HEALTHY. BRUSHING TEETH;AFTER EVERY MEAL WILL HELP YOUR TEETH TO BE STRONG.;;;;;B;A;A;A;B;D;1;MY MUM TOLD ME THAT EATING CARROTS HELPS WITH EYE SIGHT.;;;;;;;B;C;B;D;G
1663;6;S077;T1;S077-T1-0061;1;2;;;12;2;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;C;A;A;A;B;A;2;2;1;1;1;1;2;2;1;3;3;3;2;1;4;3;A;D;A;1;FOR ME IN OUR VILLAGE MY MOTHER TOLD ME THAT DRINKING ALCHOL STOPPES HEAD PAIN.;AND MY FRIEND TORIED AND IT WORKS.;;;;;;B;A;A;E;E;F;2;;;;;;;;A;A;A;E;E
1664;7;S077;T1;S077-T1-0071;1;2;;;13;1;S077;2;1;1;B;A;A;A;A;C;A;A;C;B;B;B;A;D;A;B;C;A;A;B;A;2;2;1;1;1;1;2;2;1;3;3;2;3;3;2;3;B;A;C;1;THE CLAIM WAS ABOUT TAKING HOT WATER HEALS CAUGH JUST IN TWO HOURS.;;;;;;;B;A;A;E;D;D;1;THE CLAIM WAS ABOUT EATING FRUITS THAT IT HELPS SOMEONE IN GROWING WELL AND BE;HEALTH.;;;;;;B;A;C;D;C
1665;8;S077;T1;S077-T1-0081;1;2;;;12;2;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;C;A;A;D;A;2;2;1;1;1;1;2;2;1;4;4;2;3;1;2;1;C;A;D;2;;;;;;;;B;C;B;A;C;A;2;;;;;;;;B;A;D;C;C
1666;9;S077;T1;S077-T1-0091;1;2;;;11;1;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;2;1;1;1;1;2;2;1;2;4;3;4;2;4;3;B;B;A;1;LAST SUNDAY OUR NEIGHBOUR SAID THAT MUJAJA HEALS STOMACH PAIN. SHE SAID THAT HER;FAMILY HAS USED FOR A LONG TIME AND THEY FELT NO PAIN AFTER USING IT. AT SCHOOL;MUKUNDA ALSO INSISTS THAT IT WORKS VERY WELL.;;;;;B;A;B;E;C;D;2;;;;;;;;A;A;C;B;G
1667;10;S077;T1;S077-T1-0101;1;2;;;11;2;S077;2;1;1;B;A;A;A;A;B;C;A;C;B;B;B;A;D;A;B;C;A;A;A;A;2;2;1;1;2;1;2;2;1;3;4;2;2;3;3;3;C;D;F;1;DRINKING WATER AT NIGHT GIVES STRENGTH IN MORNING.;;;;;;;B;A;A;E;F;D;1;DRINKING WATER AT NIGHT. THEY SAID THAT IT WOULD CHANGE THE ENERGY IN THE BODY.;;;;;;;C;A;C;C;A
1668;11;S077;T1;S077-T1-0111;1;2;;;14;2;S077;2;1;1;B;A;A;D;A;B;A;A;B;B;C;B;A;B;A;B;C;A;A;B;C;2;2;1;1;1;1;2;1;1;3;4;1;1;2;3;3;A;B;E;1;TAKING PANADOL RELEASES HEAD PAIN BUT IT TAKES LONG TO WORK.;;;;;;;0;A;B;B;C;B;2;;;;;;;;A;C;C;C;A
1669;14;S077;T1;S077-T1-0141;1;2;;;13;2;S077;2;1;1;B;A;A;B;A;C;A;A;C;B;A;A;A;A;A;C;A;A;A;B;B;2;1;2;1;2;1;2;2;1;2;4;4;2;4;3;3;D;0;D;1;DRINKING KINTO MBANTI HEARS SICKNESS. IT IS A CLAIM BECAUSE IS SOMESONE PERSONAL;EXPENSIVE. COW DUNG IS HEARS PAIN. IT IS SOME'S ONE PERSONAL EXPENISENAL.;;;;;;B;A;B;A;A;D;2;;;;;;;;A;A;B;B;C
1670;17;S077;T1;S077-T1-0171;1;2;;;17;2;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;C;B;A;A;B;B;A;2;2;1;1;2;1;2;2;1;1;4;4;4;1;1;4;A;A;C;1;LAST MONTH MY GRAND MOTHER TOLD ME THAT MANGO JUICE CAN HEAL COUGH. THAT SHE;USED IT AND IT WORKS BUT IT DINOT WORK FOR ME;;;;;;B;A;B;D;F;D;0;;;;;;;;A;C;C;D;G
1671;20;S077;T1;S077-T1-0201;1;2;;;14;1;S077;2;1;1;B;A;A;D;A;C;A;A;C;B;B;B;C;D;C;A;A;A;A;B;A;2;2;1;1;1;1;2;2;1;4;4;3;1;1;4;4;B;B;A;1;EATING MATOOKE HELPS FROM GETTING STOMACH PAIN. DRINKING FRUIT JUICE IT HELPS;FROM GETTING STOMACH PAIN A NOW FRUIT DRUNK IS SAID TO MAKE PEOPLE STRONG;;;;;;B;C;D;B;B;A;2;;;;;;;;B;C;C;D;A
1672;22;S077;T1;S077-T1-0221;1;2;;;13;1;S077;2;1;1;D;C;A;D;A;B;A;C;C;B;C;B;B;D;B;C;D;A;A;C;A;1;2;1;2;2;1;2;2;1;3;5;1;3;1;4;3;A;B;A;0;;;;;;;;B;0;0;0;0;E;0;;;;;;;;B;C;B;D;G
1673;23;S077;T1;S077-T1-0231;1;1;S077-T1-0230;2;12;1;S077;2;1;1;B;A;A;B;A;A;A;C;C;B;C;B;A;A;B;B;A;A;A;B;A;2;2;1;2;2;1;1;2;2;2;2;2;2;2;3;2;C;C;B;2;;;;;;;;B;C;B;D;D;B;0;;;;;;;;B;E;B;E;E
1674;24;S077;T1;S077-T1-0241;1;1;S077-T1-0240;1;12;2;S077;2;1;1;A;A;A;D;A;A;A;C;C;B;B;A;A;D;A;A;A;A;B;B;A;2;2;1;2;1;2;1;2;2;1;4;4;1;5;2;4;D;C;A;2;;;;;;;;A;A;B;E;F;C;2;;;;;;;;A;B;B;A;G
1675;54;S077;T1;S077-T1-0242;1;1;S077-T1-0240;1;12;2;S077;2;1;1;A;A;A;B;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;2;1;1;1;2;1;2;1;4;1;4;3;4;1;4;A;B;D;1;DRINKING WATER CURES HEADACHE;;;;;;;B;A;B;B;B;D;1;DRINKING WATER HEALS HEADACHE;;;;;;;B;A;B;D;A
1676;25;S077;T1;S077-T1-0251;1;1;S077-T1-0250;2;12;2;S077;2;1;1;B;C;A;A;A;A;D;A;C;B;B;A;A;D;C;C;A;B;B;A;A;2;2;1;1;2;1;2;1;2;1;1;2;3;3;1;3;D;E;F;0;;;;;;;;A;C;A;D;D;E;0;;;;;;;;B;C;C;D;E
1677;83;S077;T1;S077-T1-0252;1;1;S077-T1-0250;2;11;1;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;2;1;1;1;1;2;2;1;1;4;4;3;4;3;4;A;A;E;1;MY FRIEND HAD SCARLD ON HER ARM. THEN A FRIEND OF HERS TOLD HER THAT SHE ALSO;HAD SCARLD AND SHE PUT ALOEVERA. SO MY FRIEND SAYS THAT ALOEVERA HEALS SCARLDS.;SO SHE PUT ALOEVERA ON HER SCARLD AND IT HEALED.;;;;;B;A;A;B;C;A;1;SOME PEOPLE SAY IF YOU HAVE ASTHSMA LIKE I, YOU SHOULD EAT LIKE FIVE ONIONS A;DAY. (THEY SAY THAT IF I DO SO, I WOULD BREATH WELL AT NIGHT BECAUSE I SUFFOCATE;AT NIGHT.) AND THEY SAY THAT GAS OR MEDICINE FROM THE INHALER I HAVE MAY BRING;ME LUNG CANCER.;;;;C;A;A;E;G
1678;26;S077;T1;S077-T1-0261;1;2;;;11;1;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;B;A;A;B;A;2;2;1;1;1;1;2;2;1;3;2;3;3;2;2;3;A;B;A;1;GRACE HEARD ON THE TELEVISION THAT DRINKING TEA HEALS STOMACH PAIN SO SHE SAYS;IT HELPS. ROSE HEARD KINZI SAYING THAT EATING BANANAS STOPS HEAD PAIN. LUYIGA;SAYS THAT DRINKING JUICE GIVES MORE ENERGY THAN DOING EXERCISES.;;;;;B;B;C;B;A;A;2;;;;;;;;B;C;B;D;E
1679;27;S077;T1;S077-T1-0271;1;2;;;15;2;S077;2;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;B;B;A;A;A;B;A;2;2;1;1;1;1;2;2;1;2;3;4;3;4;2;4;C;A;A;1;DOING BODY EXERCISE PREVENTS YOU FROM GETTING HEART ATTACK.;;;;;;;B;B;C;E;F;A;2;;;;;;;;A;B;C;D;G
1680;28;S077;T1;S077-T1-0281;1;2;;;12;1;S077;2;1;1;B;C;A;C;A;B;A;C;C;B;B;B;A;D;A;B;A;A;A;A;A;2;2;1;1;1;1;2;2;1;5;4;4;4;4;2;4;A;C;F;1;THAT PANADOL CAN RELSE MY HEADACHE.;;;;;;;A;A;D;C;F;A;2;;;;;;;;A;E;C;B;A
1681;29;S077;T1;S077-T1-0291;1;2;;;11;1;S077;2;1;1;B;A;D;C;A;C;A;A;C;C;B;C;A;A;C;B;B;A;C;A;C;2;1;2;2;2;1;2;2;2;5;1;4;2;3;1;3;E;B;F;1;COW DUNG HEALS BURNS;;;;;;;C;A;D;E;A;B;1;LEAVES OF MANGOES HEALS COUGH;;;;;;;C;E;D;E;E
1682;30;S077;T1;S077-T1-0301;1;2;;;14;2;S077;2;1;1;B;A;A;D;A;A;A;C;C;B;C;B;A;D;B;C;A;A;A;A;A;2;2;1;2;1;1;2;2;1;4;4;2;4;1;4;4;A;A;A;1;PLAYING FOOTBALL MAKES PEOPLE HAPPY. DRINKING KAZIRE KEEPS PEOPLE FROM GETTING;SICK EATING MANGO LEAVES CURES FLUE.;;;;;;B;B;C;B;B;C;1;EATING MANGO LEAVES CURES FLUE.;;;;;;;B;A;C;C;E
1683;32;S077;T1;S077-T1-0321;1;2;;;14;1;S077;2;1;1;B;A;A;A;A;A;A;A;C;B;A;D;C;D;A;B;A;B;C;D;A;2;2;1;1;1;1;2;2;1;3;1;3;4;2;4;4;D;D;B;1;COW DUNG HEALS BURNDS. SOME TREATMENT MAY INFECT SOME AND SOME MAY WORK ON SOME;;;;;;;B;B;C;C;B;C;1;WEARING GLASSES HELP ME LOOK BETTER. THEY WILL NOT CHANGE MY LOOKING.;;;;;;;B;B;B;A;C
1684;34;S077;T1;S077-T1-0341;1;2;;;12;1;S077;2;1;1;B;A;A;C;A;B;A;C;C;B;B;B;A;D;B;B;A;A;C;B;A;2;2;1;1;1;1;2;2;2;4;4;3;4;3;3;4;C;A;B;2;;;;;;;;B;A;C;B;B;A;2;;;;;;;;B;A;C;C;E
